All in,Fold,Fold,Call-150,Call-500,Fold,Fold,Fold,Call-50,Call-100,Check,Fold,Call-50,Check,Fold,Fold,Fold,Fold,Call-150,Raise-250,Call-150,Bet-100,Call-200,Check,Fold,Call-50,Fold,Fold,Raise-1250,Fold,0.4,0.2
Fold,Call-50,Fold,Fold,Raise-600,Bet-1000,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Bet-250,Call-50,Raise-1250,Fold,Call-50,Call-100,Check,Check,Check,Fold,Fold,Fold,Call-150,Call-350,0.75,0.5
Bet-50,Fold,Raise-150,Check,Fold,Call-150,Check,Fold,Fold,Raise-150,Check,Check,Check,Raise-150,Fold,Raise-150,Check,Check,Check,Raise-150,Fold,Raise-150,Call-350,Check,Check,Check,Raise-250,Raise-1600,All in,Call-25,0.3,0.7
Fold,Fold,Fold,Fold,Call-150,Check,Check,Bet-350,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-600,0.9,0.1
Call-50,Fold,Fold,Call-50,Call-100,Check,Check,Check,Call-50,Fold,Raise-450,Check,Check,Check,Raise-100,Raise-500,Call-1275,Check,Fold,Call-50,Fold,Raise-100,Raise-2500,Fold,Raise-100,Raise-900,All in,Call-50,Fold,Call-50,0.4,0.5
Fold,Fold,Fold,Call-4850,Fold,Fold,Call-50,Bet-50,Check,Check,Check,Check,Fold,Call-50,Fold,Call-150,Check,Check,Check,Call-50,Fold,Call-50,Check,Check,Check,Check,Check,Check,Fold,Fold,0.4,0.5
Call-50,Fold,Call-50,Fold,Call-50,Fold,All in,Fold,Fold,Call-50,Fold,Call-50,Check,Check,Check,All in,Call-50,Fold,Fold,Fold,Call-50,Check,Check,Check,Call-50,Check,Bet-50,Call-50,Check,Check,0.4,0.2
Call-50,Call-100,Bet-300,Call-50,Call-100,Bet-150,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,Check,Fold,Fold,Call-200,Check,Check,Check,Fold,Fold,Call-50,Check,Check,Check,Fold,0.75,0.5
Raise-150,Fold,Raise-150,Fold,Raise-150,Check,Check,Check,Fold,Raise-150,Fold,Fold,Fold,Call-50,Fold,Raise-150,Check,Check,Check,Fold,Fold,Call-50,Check,Fold,Fold,Fold,Raise-150,Bet-100,Check,Check,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Bet-100,Fold,Fold,Fold,Fold,Fold,0.9,0.1
All in,Fold,Call-25,Check,Check,Check,Fold,Call-200,Raise-5000,Call-50,Fold,Fold,Fold,Raise-100,Raise-500,Raise-2600,All in,Fold,Fold,Fold,Fold,Raise-100,Fold,Fold,Call-50,Fold,Call-50,Check,Check,Check,0.4,0.2
Call-150,Fold,Fold,Call-50,Fold,Fold,Fold,Call-150,Check,Check,Bet-100,Fold,Call-50,Fold,Fold,Call-50,Fold,Fold,Call-50,Fold,Fold,All in,Call-50,Check,Check,Check,Call-50,Check,Check,Check,0.4,0.5
Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Raise-250,Raise-100,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Call-50,Bet-50,Fold,Fold,Fold,Fold,Call-50,Bet-50,0.75,0.5
Check,Check,Check,Raise-400,Call-50,Fold,Fold,Call-50,Fold,Call-50,Check,Fold,Call-25,Check,Check,Fold,Call-50,Fold,Call-50,Fold,Fold,Check,Check,Check,Check,Fold,Call-50,Check,Check,Bet-50,0.4,0.2
Fold,Check,Check,Fold,Call-25,Fold,Raise-100,Bet-100,Fold,Check,Check,Fold,Raise-150,Check,Check,Fold,Call-50,Fold,Call-50,Check,Check,Check,Fold,Check,Check,Check,Check,Fold,Fold,Fold,0.4,0.5
Call-50,Fold,Call-100,Bet-150,Fold,Raise-300,Call-325,Check,Check,Check,Fold,Call-50,Fold,Raise-400,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Call-100,Bet-100,Raise-100,Check,Check,Check,Call-50,Fold,0.4,0.5
Raise-150,Raise-150,Fold,Call-50,Fold,Raise-150,Fold,Raise-150,Fold,Fold,Call-50,Check,Check,Check,Call-3725,Raise-100,Raise-100,Raise-100,Check,Fold,Call-50,Check,Check,Check,Fold,Raise-100,Check,Check,Check,Raise-100,0.3,0.7
Fold,Fold,Fold,Call-50,Fold,Fold,Raise-100,Raise-650,Check,Check,Check,Call-400,Fold,Fold,All in,Fold,Fold,Call-50,Check,Fold,Call-75,Check,Check,Check,All in,Call-50,Fold,Call-50,Call-50,Check,0.4,0.2
Fold,Fold,Call-50,Fold,Fold,Fold,Call-50,Raise-200,Call-525,Check,Check,Check,Call-400,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-800,Fold,Fold,Fold,Fold,0.75,0.5
Fold,Fold,Check,Bet-50,Raise-600,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-50,Check,Check,Check,Fold,Fold,Call-50,Fold,Call-100,Fold,Call-50,Check,Check,Fold,Raise-100,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Call-100,Check,Check,Check,Raise-400,Fold,Fold,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-800,Check,Fold,0.9,0.2
Check,Check,Raise-100,Bet-50,Bet-50,Fold,Raise-100,Fold,Check,Check,Check,Fold,Fold,Raise-100,Call-150,Fold,Call-50,Check,Check,Check,Raise-100,Raise-100,Raise-100,Check,Check,Check,Fold,Fold,Raise-200,Fold,0.3,0.7
Check,Call-50,Call-50,Check,Fold,Call-50,Fold,Raise-600,Call-25,Check,Check,Bet-50,All in,Call-50,Call-200,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-100,Fold,Call-50,0.4,0.2
Fold,Fold,Fold,Fold,Call-200,Call-650,Bet-950,Call-100,Call-400,Call-300,Bet-850,Fold,Fold,Call-150,Check,Fold,Fold,Call-200,Bet-200,Call-200,Bet-250,Call-50,Raise-200,Check,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Raise-400,Bet-300,Check,Fold,Call-50,Bet-50,Check,Fold,Fold,Call-200,Bet-150,Fold,Call-200,Check,Fold,Fold,Call-50,Call-50,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Call-200,Fold,Raise-100,0.4,0.5
Call-50,Bet-50,Raise-100,Call-50,Call-50,Fold,Call-50,Fold,Raise-100,Call-150,Fold,Fold,Fold,Raise-100,Call-150,Bet-100,Raise-100,Fold,Raise-100,Call-200,Fold,Raise-100,Raise-100,Check,Check,Check,Check,Fold,Fold,Raise-100,0.3,0.7
Check,Check,Check,Check,Call-25,Check,Check,Check,Raise-150,Check,Bet-250,Raise-400,Check,Fold,Call-4500,Check,All in,Call-50,Check,Check,Fold,Raise-100,Call-250,Check,Fold,Call-175,Bet-200,Call-100,Fold,Raise-400,0.3,0.7
Call-50,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Call-100,Check,Check,Fold,Fold,Fold,Call-50,Check,Check,Fold,Call-50,Fold,Fold,Raise-100,Bet-100,Fold,Fold,Call-250,Check,Check,Fold,0.4,0.5
Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Call-50,Raise-350,Bet-450,Fold,Call-75,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-250,Check,Check,Bet-500,Fold,Fold,Check,0.75,0.5
Fold,Fold,Call-50,Fold,Fold,Fold,Check,Check,Check,Bet-50,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Call-50,0.9,0.1
Fold,Raise-10050,Raise-250,Check,Check,Bet-300,Fold,Fold,Fold,Raise-250,Raise-250,Check,Check,Check,Fold,Call-50,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-250,Raise-250,Check,Check,Check,Raise-250,0.3,0.7
Call-150,Check,Bet-100,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Check,Call-100,Fold,Call-50,Fold,Fold,Fold,Call-250,Fold,All in,Call-50,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Bet-100,Bet-300,Fold,Call-250,Check,Check,Check,Fold,Fold,Call-50,Fold,Check,Check,Fold,Fold,Call-250,Check,Check,Check,Call-250,Raise-250,Check,Bet-1100,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Raise-250,Bet-150,Fold,Call-25,Check,Fold,Fold,Raise-250,Check,Check,Check,Raise-250,Bet-100,Call-150,Check,Check,Fold,Raise-250,Call-250,Check,Check,Check,Fold,Raise-250,Fold,Raise-250,Raise-250,Raise-250,Check,Fold,0.3,0.7
Call-50,Fold,Call-50,Fold,Call-50,Call-100,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Call-100,Check,Check,Check,Fold,Fold,Call-50,Call-100,Check,Fold,Fold,Call-25,0.4,0.2
Call-25,Fold,Raise-150,Raise-150,Fold,Raise-150,Fold,Fold,Raise-150,Fold,Fold,Raise-200,Raise-150,Raise-150,Check,Check,Bet-300,Raise-150,Fold,Raise-150,Bet-150,Call-150,Bet-500,Call-500,Bet-1150,Fold,Raise-100,Fold,Check,Check,0.3,0.7
Raise-250,Raise-1600,All in,Fold,Fold,Raise-300,Call-50,Fold,All in,Raise-100,Check,Check,Check,Fold,Fold,Call-150,Check,Check,Fold,All in,Call-150,Raise-300,Raise-1000,Raise-3450,Call-100,Fold,Fold,Check,Check,Check,0.4,0.5
Fold,Fold,Fold,Call-50,Fold,Check,Bet-50,Fold,Call-100,Check,Check,Check,Fold,Fold,Fold,Call-50,Fold,Fold,Raise-600,Bet-1200,Fold,Fold,Fold,Call-50,Fold,Call-50,Call-100,Check,Fold,Fold,0.75,0.5
Check,Call-25,Check,Check,Check,Raise-400,Call-600,Raise-900,Raise-150,Call-475,Fold,Raise-150,Bet-100,Raise-150,Raise-1800,All in,Call-50,Check,Check,Fold,Fold,Raise-200,Call-50,Check,Check,Check,Raise-200,Check,Check,Check,0.3,0.7
Call-50,Raise-600,All in,Fold,Call-125,Bet-200,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-600,Bet-800,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Call-150,Fold,Fold,Fold,Raise-100,Check,Bet-50,Call-150,Check,Bet-150,Call-250,Check,Fold,Call-50,Check,Check,Check,Call-200,Check,Check,Bet-250,Call-200,Bet-100,Raise-100,Check,Check,Check,Call-175,Bet-400,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Raise-200,Check,Fold,Call-50,Check,Check,Check,Fold,Raise-200,Fold,Raise-200,Call-200,Call-200,Bet-300,Raise-250,Check,Fold,Raise-200,Check,Check,Check,Fold,Fold,Raise-250,Raise-250,Raise-250,Call-250,Check,Check,Check,0.3,0.7
Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-150,Check,Check,Check,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Fold,Call-250,Check,Fold,Fold,Call-50,Call-150,Bet-150,Check,Check,Check,Check,Fold,Fold,Raise-500,Check,Check,Check,Raise-400,Call-50,Check,Check,Bet-100,Check,Check,Check,Check,Fold,Call-50,Check,0.4,0.5
Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Raise-600,Call-50,Check,Check,Check,Fold,Call-50,Fold,Raise-250,Bet-250,Fold,Fold,Call-50,Check,Check,Check,Fold,Raise-100,Fold,Call-25,Call-50,Fold,0.4,0.5
Fold,Fold,Call-200,Raise-950,Check,Check,Check,Fold,Fold,Check,Check,Check,Check,Raise-100,Fold,Call-50,Call-250,Fold,Call-50,Raise-150,Fold,Fold,Fold,Call-50,Raise-450,Fold,Raise-250,Fold,Fold,Fold,0.75,0.5
Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,All in,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,0.9,0.2
Check,Check,Check,Call-50,Check,Check,Check,Raise-150,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Fold,Fold,Raise-300,Call-50,Check,Check,Fold,Call-50,Fold,Call-50,Check,Check,Check,Fold,0.4,0.5
Check,Check,Check,Check,Fold,Fold,Fold,Call-50,Fold,Check,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-600,Fold,Fold,Fold,Call-50,Fold,Raise-300,Fold,0.75,0.5
Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-50,Fold,Raise-100,Call-50,Check,Check,Check,Fold,Raise-100,Fold,Call-50,Fold,Raise-150,Check,Check,Bet-250,Call-25,Fold,Call-50,Call-175,Bet-200,Call-50,Check,0.4,0.5
Check,Fold,Fold,Fold,Fold,Raise-1250,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,Fold,Fold,0.9,0.2
Call-150,Check,Check,Fold,Call-50,Call-200,Raise-300,Bet-700,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Call-50,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Call-25,Check,0.75,0.5
Fold,Call-50,Check,Fold,Fold,Call-50,Fold,Call-50,Bet-100,Bet-300,Fold,Call-50,Check,Fold,Call-25,Fold,Raise-100,Raise-100,Fold,Call-50,Check,Check,Check,Call-50,Check,Fold,Call-50,Fold,Check,Check,0.4,0.5
Fold,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Bet-100,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,0.9,0.2
Check,Raise-150,Call-50,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-200,Call-425,Bet-650,Raise-100,Fold,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Fold,Call-50,Check,Check,Check,Call-50,Fold,0.4,0.5
Call-25,Check,Check,Check,Raise-150,Raise-150,Call-250,Fold,Raise-150,Call-150,Check,Fold,Raise-150,Check,Fold,Raise-150,Call-150,Check,Fold,Raise-200,Call-25,Check,Fold,Raise-400,Bet-250,Raise-400,Fold,Raise-400,Fold,Raise-150,0.3,0.7
Check,Check,Check,Check,Fold,Call-150,Fold,Raise-300,Bet-550,Call-150,Bet-100,Raise-300,Check,Fold,Call-50,Fold,Check,Bet-50,Bet-150,Fold,Raise-800,Fold,Call-400,Fold,Fold,Call-150,Check,Check,Fold,Call-50,0.4,0.5
Fold,Call-50,Fold,Call-50,Raise-350,Bet-300,Fold,Fold,Call-300,Bet-150,Call-50,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Call-125,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Call-600,Raise-1000,Fold,Fold,Fold,Fold,Fold,Call-200,Check,Check,Fold,Fold,All in,Fold,Fold,Fold,Call-50,Fold,Call-50,Call-100,0.75,0.5
Raise-150,Check,Check,Fold,Fold,Raise-300,Fold,Call-50,Fold,Fold,Raise-150,Fold,Fold,Check,Check,Check,Check,Call-25,Fold,Raise-150,Fold,Raise-150,Bet-50,Call-50,Bet-100,Raise-400,Raise-450,Fold,Fold,Raise-100,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Call-50,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Call-175,Check,Check,Bet-500,Call-50,Fold,Fold,Call-150,Fold,Call-50,Fold,Call-50,Check,Check,Check,Raise-150,Fold,Fold,Call-150,Raise-100,Fold,Fold,Call-50,Fold,Call-100,Fold,Fold,Raise-150,Raise-300,0.4,0.5
Bet-150,Fold,Fold,Call-50,Check,Check,Check,Call-50,Fold,Call-50,Call-100,Bet-100,Fold,Fold,Call-25,Fold,Call-100,Fold,All in,Call-50,Fold,Call-50,Fold,Call-50,Call-50,Check,Fold,Fold,Call-75,Fold,0.4,0.2
Fold,Call-25,Fold,Raise-100,Call-225,Fold,Raise-100,Bet-50,Raise-100,Call-100,Check,Fold,Raise-100,Fold,Raise-100,Call-250,Fold,Fold,Fold,Raise-100,Check,Check,Check,Call-50,Fold,Raise-100,Fold,Call-50,Fold,Call-50,0.3,0.7
Raise-150,Raise-150,Check,Check,Check,Fold,Raise-100,Check,Check,Check,Raise-150,Call-250,Bet-300,Call-50,Fold,Raise-200,Raise-200,Check,Bet-50,Call-50,Fold,Raise-100,Check,Fold,Call-25,Fold,Call-50,Fold,Raise-400,Check,0.3,0.7
Fold,Fold,Raise-400,Check,Check,Bet-1000,Call-50,Fold,Fold,Call-50,Fold,Fold,Call-150,Check,Check,Fold,Call-25,Fold,Call-50,Call-100,Check,Fold,Call-50,Fold,Call-50,Fold,Call-200,Call-200,Check,Check,0.4,0.5
Fold,Call-100,Check,Check,Check,Fold,Fold,Call-50,Call-350,Check,Fold,Fold,Fold,Call-50,Call-150,Check,Check,Fold,Raise-350,Raise-3050,All in,Call-25,Call-100,Check,All in,Call-50,All in,Fold,Fold,Fold,0.75,0.5
Fold,Fold,Call-50,Fold,Call-50,Call-75,Check,Check,Check,Call-50,Raise-350,Check,Fold,Fold,Fold,Call-200,Check,Fold,Call-50,Raise-1250,All in,Fold,Call-50,Fold,Call-50,Bet-50,Fold,Call-75,Fold,Call-50,0.4,0.2
Raise-100,Raise-900,Check,Check,Fold,Check,Check,Check,Check,Fold,Call-50,Check,Check,Check,Raise-100,Fold,Raise-100,Raise-900,Raise-100,Raise-750,Call-50,Fold,Fold,Call-175,Check,Fold,Fold,Fold,Call-200,Call-200,0.4,0.5
Check,Fold,Call-50,Check,Check,Check,Raise-200,Check,Check,Check,Check,Fold,Raise-200,Fold,Raise-200,Fold,Call-50,Fold,Raise-200,Check,Check,Call-450,Raise-200,Check,Fold,Fold,Fold,Raise-400,Check,Fold,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-2550,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Check,Fold,Call-50,Check,Check,Check,Fold,Call-50,Fold,Fold,Fold,Fold,Call-200,Bet-150,Call-4300,Check,Check,All in,Call-50,Fold,Fold,Fold,Fold,Call-200,Raise-250,Bet-500,Fold,Call-50,Fold,0.4,0.2
Fold,Fold,Call-100,All in,Fold,Fold,Fold,Call-50,Call-150,Check,Check,Fold,Fold,Fold,Call-200,Check,Check,Check,Fold,Fold,Call-50,Call-150,Check,Check,Check,Fold,Fold,Fold,Fold,Call-50,0.75,0.5
Fold,Raise-200,Check,Check,Bet-300,Raise-200,Bet-100,Call-150,Check,Fold,Check,Check,Check,Check,Raise-100,Raise-200,Check,Check,Check,Raise-200,Check,Check,Bet-50,Raise-200,Fold,Raise-200,Check,Check,Fold,Raise-150,0.3,0.7
Raise-100,Fold,Call-25,Check,Fold,Raise-400,Fold,Fold,Call-50,Bet-50,Raise-150,Bet-50,Raise-150,Raise-1800,Check,Check,Fold,Check,Check,Check,Check,Fold,Raise-100,Raise-550,Check,Check,Check,Raise-150,Fold,Call-50,0.3,0.7
Fold,Fold,Call-200,Raise-950,Check,Check,Bet-2900,Call-50,Fold,Check,Check,Fold,Fold,Raise-300,Call-1650,Check,Bet-2000,Call-50,Check,Check,Check,Raise-400,Fold,Call-50,Fold,Fold,Call-175,Check,Check,Check,0.4,0.5
Call-50,Raise-600,Call-50,Call-50,Call-150,Call-350,Fold,Fold,Call-50,Check,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-200,Call-400,Check,Check,Check,Fold,Fold,Fold,Raise-200,Raise-2100,All in,Call-50,Raise-1250,All in,0.75,0.5
Fold,Check,Bet-50,Bet-150,Bet-350,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,0.9,0.1
Raise-100,Fold,Raise-100,Fold,Fold,Raise-100,Fold,Raise-100,Fold,Raise-100,Check,Check,Check,Fold,Fold,Raise-100,Call-150,Check,Bet-250,Raise-100,Call-150,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,0.3,0.7
Fold,Call-50,Fold,Call-50,Call-50,Bet-50,Call-50,Fold,Call-75,Check,Check,Check,Raise-100,Raise-100,Call-50,Fold,Raise-200,Bet-200,Fold,Raise-100,Check,Check,Check,Call-50,Check,Check,Check,Raise-100,Raise-900,Fold,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Raise-600,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Fold,Call-50,Fold,Fold,0.75,0.5
Raise-200,Fold,Raise-100,Call-50,Check,Check,Check,Fold,Fold,Call-50,Raise-100,Fold,Raise-100,Raise-100,Call-25,Check,Bet-50,Call-50,Fold,Raise-100,Call-50,Fold,Raise-100,Call-275,Bet-450,Fold,Fold,Call-50,Check,Check,0.3,0.7
Call-50,Fold,Raise-100,Fold,Call-50,Bet-100,Fold,Call-50,Fold,Call-50,Check,Fold,Call-50,Fold,Call-50,Bet-50,Bet-100,Fold,Call-50,Fold,Raise-100,Raise-2500,All in,Raise-100,Check,Check,Check,Check,Fold,Fold,0.4,0.5
Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Raise-800,All in,Fold,Fold,Fold,All in,Check,Check,Check,Fold,0.9,0.1
Raise-100,Fold,Call-25,Check,Check,Fold,Call-100,Check,Check,Check,Raise-100,Check,Check,Check,Call-50,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-100,Bet-50,Raise-150,Fold,Raise-100,Call-50,Check,0.3,0.7
Fold,Call-100,Call-100,Call-200,Call-450,Call-50,Raise-300,Check,Check,Fold,Call-50,Raise-800,Call-50,Fold,Fold,Call-25,Check,Check,Check,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Check,Check,Check,Raise-150,0.4,0.2
Fold,Call-100,Fold,Raise-150,Call-200,Check,Bet-600,Raise-150,Fold,Raise-150,Check,Check,Check,Raise-150,Check,Check,Check,Check,Call-25,Fold,Call-50,Fold,Fold,Raise-150,Fold,Call-50,Fold,Raise-800,Raise-300,Raise-150,0.3,0.7
Fold,Raise-100,Fold,Fold,Fold,Call-150,Check,Check,Check,Fold,Call-50,Check,Check,Check,Fold,Call-50,Check,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Raise-400,All in,0.4,0.5
All in,Fold,Fold,Call-150,Fold,Call-150,Check,Check,Check,Fold,Call-50,Check,Check,Check,Fold,Check,Check,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Call-150,Raise-800,All in,0.75,0.5
Call-50,Fold,Call-50,Call-100,Check,Check,Check,Call-50,Fold,Call-50,Fold,Call-50,Call-50,Check,Check,Check,Fold,Call-25,Check,Check,Check,Call-100,Call-150,Check,Check,Check,Call-50,Raise-350,Call-50,Raise-350,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-125,Check,0.9,0.1
Check,Check,Raise-200,Check,Check,Check,Raise-150,Call-275,Fold,Call-50,Fold,Raise-150,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-150,Fold,Raise-150,Fold,Raise-150,Check,Fold,Raise-150,Check,Bet-50,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Bet-50,Call-50,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Check,Check,Call-150,Check,Check,Check,Call-50,Check,Check,Check,Raise-100,Call-150,Check,Check,Check,Fold,Fold,Call-150,Bet-100,Call-150,Check,Fold,Call-50,Check,Check,Check,Raise-100,Fold,Fold,0.4,0.5
Check,Check,Check,Fold,Call-50,Fold,Raise-150,Bet-100,Raise-150,Raise-150,Fold,Call-150,Bet-100,Check,Check,Fold,Raise-200,Raise-200,Raise-200,Call-200,Check,Check,Check,Call-50,Fold,Raise-250,Call-25,Check,Check,Check,0.3,0.7
Fold,Fold,Call-25,Check,Check,Check,Fold,Call-50,Fold,Call-50,Call-100,Check,Fold,Call-50,Fold,Raise-1250,Fold,Call-50,Call-50,Fold,Fold,Call-50,Fold,Raise-350,Fold,Call-50,Fold,Call-50,Fold,Fold,0.4,0.2
Fold,Call-50,Call-100,Check,Check,Check,Call-50,Fold,Fold,Fold,Fold,Raise-100,Fold,Call-50,Fold,Check,Check,Check,Check,Raise-100,Raise-500,Call-1275,Check,Fold,Fold,Fold,Raise-100,Raise-100,Call-25,Fold,0.4,0.5
